ticker,company name,short name,industry,sector,name change effective date
KBAL,Kimball International Inc.,Kimball International,Industrial Products,Industrials,
KBE,SPDR S&P Bank,SPDR S&P Bank,,,
KBH,KB Home,KB Home,Homebuilding & Construction,Consumer Cyclical,
KBLM,KBL Merger Corp. IV,KBL Merger IV,Conglomerates,Industrials,
KBR,KBR Inc.,KBR,Engineering & Construction,Industrials,
KBSF,KBS Fashion Group Limited,KBS Fashion Limited,Manufacturing - Apparel & Furniture,Consumer Cyclical,
KBWD,Invesco KBW High Dividend Yield Financial ETF,Invesco KBW High Dividend Yield Financial ETF,,,
KBWP,Invesco KBW Property & Casualty Insurance ETF,Invesco KBW Property & Casualty Insurance ETF,,,
KBWR,Invesco KBW Regional Banking ETF,Invesco KBW Regional Banking ETF,,,
KBWY,Invesco KBW Premium Yield Equity REIT ETF,Invesco KBW Premium Yield Equity REIT ETF,,,
KCAP,KCAP Financial Inc.,KCAP Financial,Asset Management,Financial Services,
KCE,SPDR S&P Capital Markets,SPDR S&P Capital Markets,,,
KDMN,Kadmon Holdings Inc.,Kadmon,Biotechnology,Healthcare,
KDP,Keurig Dr Pepper Inc.,Keurig Dr Pepper,Beverages - Non-Alcoholic,Consumer Defensive,
KE,Kimball Electronics Inc.,Kimball Electronics,Computer Hardware,Technology,
KEG,Key Energy Services Inc.,Key Energy Services,Oil & Gas - Services,Energy,
KELYA,Kelly Services Inc. Class A Common Stock,Kelly Services Common Stock,Employment Services,Industrials,
KELYB,Kelly Services Inc. Class B Common Stock,Kelly Services B Common Stock,Employment Services,Industrials,
KEM,KEMET Corporation,KEMET,Computer Hardware,Technology,
KEN,Kenon Holdings Ltd.,Kenon,Utilities - Regulated,Utilities,
KEP,Korea Electric Power Corporation,Korea Electric Power,Utilities - Regulated,Utilities,
KEQU,Kewaunee Scientific Corporation,Kewaunee Scientific,Industrial Products,Industrials,
KEX,Kirby Corporation,Kirby,Transportation & Logistics,Industrials,
KEY,KeyCorp,KeyCorp,Banks,Financial Services,
KEYS,Keysight Technologies Inc.,Keysight,Computer Hardware,Technology,
KEYW,The KEYW Holding Corporation,The KEYW Holding,Application Software,Technology,
KF,Korea Fund Inc. (The),Korea Fund (The),Asset Management,Financial Services,
KFFB,Kentucky First Federal Bancorp,Kentucky First Federal Bancorp,Banks,Financial Services,
KFRC,Kforce Inc.,Kforce,Employment Services,Industrials,
KFS,Kingsway Financial Services Inc. (DE),Kingsway Financial Services (DE),Insurance - Property & Casualty,Financial Services,
KFY,Korn Ferry,Korn Ferry,Employment Services,Industrials,
KGC,Kinross Gold Corporation,Kinross Gold,Metals & Mining,Basic Materials,
KGJI,Kingold Jewelry Inc.,Kingold Jewelry,Retail - Apparel & Specialty,Consumer Cyclical,
KHC,The Kraft Heinz Company,The Kraft Heinz Company,Consumer Packaged Goods,Consumer Defensive,
KIDS,OrthoPediatrics Corp.,OrthoPediatrics,Medical Devices,Healthcare,
KIE,SPDR S&P Insurance,SPDR S&P Insurance,,,
KIM,Kimco Realty Corporation,Kimco Realty,REITs,Real Estate,
KIN,Kindred Biosciences Inc.,Kindred Biosciences,Biotechnology,Healthcare,
KINS,Kingstone Companies Inc,Kingstone Companies,Brokers & Exchanges,Financial Services,
KIO,KKR Income Opportunities Fund,KKR Income Opportunities Fund,Asset Management,Financial Services,
KIQ,Kelso Technologies Inc,Kelso,Transportation & Logistics,Industrials,
KIRK,Kirkland's Inc.,Kirkland's,Retail - Apparel & Specialty,Consumer Cyclical,
KKR,KKR & Co. Inc. Class A,KKR & Co.,Asset Management,Financial Services,
KL,Kirkland Lake Gold Ltd.,Kirkland Lake Gold,Metals & Mining,Basic Materials,
KLAC,KLA-Tencor Corporation,KLA-Tencor,Semiconductors,Technology,
KLIC,Kulicke and Soffa Industries Inc.,Kulicke and Soffa Industries,Semiconductors,Technology,
KLXE,KLX Energy Services Holdings Inc.,KLX Energy Services,Oil & Gas - Services,Energy,
KMB,Kimberly-Clark Corporation,Kimberly-Clark,Consumer Packaged Goods,Consumer Defensive,
KMDA,Kamada Ltd.,Kamada,Biotechnology,Healthcare,
KMF,Kayne Anderson Midstream Energy Fund Inc,Kayne Anderson Midstream Energy Fund,Asset Management,Financial Services,
KMI,Kinder Morgan Inc.,Kinder Morgan,Oil & Gas - Midstream,Energy,
KMPH,KemPharm Inc.,KemPharm,Biotechnology,Healthcare,
KMPR,Kemper Corporation,Kemper,Insurance,Financial Services,
KMT,Kennametal Inc.,Kennametal,Industrial Products,Industrials,
KMX,CarMax Inc,CarMax,Autos,Consumer Cyclical,
KN,Knowles Corporation,Knowles,Communication Equipment,Technology,
KNDI,Kandi Technologies Group Inc.,Kandi,Autos,Consumer Cyclical,
KNL,Knoll Inc.,Knoll,Industrial Products,Industrials,
KNOP,KNOT Offshore Partners LP representing Limited Partner Interests,KNOT Offshore Partners representing Limited Partner Interests,Transportation & Logistics,Industrials,
KNOW,Direxion All Cap Insider Sentiment Shares,Direxion All Cap Insider Sentiment Shares,,,
KNSA,Kiniksa Pharmaceuticals Ltd.,Kiniksa Pharmaceuticals,Biotechnology,Healthcare,
KNSL,Kinsale Capital Group Inc.,Kinsale Capital,Insurance - Property & Casualty,Financial Services,
KNX,Knight-Swift Transportation Holdings Inc.,Knight-Swift Transportation,Transportation & Logistics,Industrials,
KO,Coca-Cola Company (The),Coca-Cola Company (The),Beverages - Non-Alcoholic,Consumer Defensive,
KOD,Kodiak Sciences Inc,Kodiak Sciences,Biotechnology,Healthcare,
KODK,Eastman Kodak Company Common New,Eastman Kodak Company Common New,Computer Hardware,Technology,
KOF,Coca Cola Femsa S.A.B. de C.V.,Coca Cola Femsa S.A.B. de C.V.,Beverages - Non-Alcoholic,Consumer Defensive,
KOL,VanEck Vectors Coal,VanEck Vectors Coal,,,
KONA,Kona Grill Inc.,Kona Grill,Restaurants,Consumer Cyclical,
KOOL,Cesca Therapeutics Inc.,Cesca Therapeutics,Medical Devices,Healthcare,
KOP,Koppers Holdings Inc.,Koppers,Chemicals,Basic Materials,
KOPN,Kopin Corporation,Kopin,Semiconductors,Technology,
KOS,Kosmos Energy Ltd. (DE),Kosmos Energy (DE),Oil & Gas - E&P,Energy,
KOSS,Koss Corporation,Koss,Computer Hardware,Technology,
KPFS,Pepper Food Service Co. Ltd.,Pepper Food Service Co.,Restaurants,Consumer Cyclical,
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics,Drug Manufacturers,Healthcare,
KR,Kroger Company (The),Kroger Company (The),Retail - Defensive,Consumer Defensive,
KRA,Kraton Corporation,Kraton,Chemicals,Basic Materials,
KRC,Kilroy Realty Corporation,Kilroy Realty,REITs,Real Estate,
KRE,SPDR S&P Regional Banking,SPDR S&P Regional Banking,,,
KREF,KKR Real Estate Finance Trust Inc.,KKR Real Estate Finance Trust,REITs,Real Estate,
KRG,Kite Realty Group Trust,Kite Realty Trust,REITs,Real Estate,
KRNT,Kornit Digital Ltd.,Kornit Digital,Industrial Products,Industrials,
KRNY,Kearny Financial,Kearny Financial,Banks,Financial Services,
KRO,Kronos Worldwide Inc,Kronos Worldwide,Chemicals,Basic Materials,
KRP,Kimbell Royalty Partners Representing Limited Partner Interests,Kimbell Royalty Partners Representing Limited Partner Interests,Oil & Gas - E&P,Energy,
KRYS,Krystal Biotech Inc.,Krystal Biotech,Biotechnology,Healthcare,
KSM,DWS Strategic Municipal Income Trust,DWS Strategic Municipal Income Trust,Asset Management,Financial Services,
KSS,Kohl's Corporation,Kohl's,Retail - Apparel & Specialty,Consumer Cyclical,
KSU,Kansas City Southern,Kansas City Southern,Transportation & Logistics,Industrials,
KT,KT Corporation,KT,Communication Services,Communication Services,
KTCC,Key Tronic Corporation,Key Tronic,Computer Hardware,Technology,
KTF,DWS Municipal Income Trust,DWS Municipal Income Trust,Asset Management,Financial Services,
KTOS,Kratos Defense & Security Solutions Inc.,Kratos Defense & Security Solutions,Consulting & Outsourcing,Industrials,
KTOV,Kitov Pharma Ltd.,Kitov Pharma,Biotechnology,Healthcare,
KURA,Kura Oncology Inc.,Kura Oncology,Biotechnology,Healthcare,
KVHI,KVH Industries Inc.,KVH Industries,Communication Equipment,Technology,
KW,Kennedy-Wilson Holdings Inc.,Kennedy-Wilson,Real Estate Services,Real Estate,
KWR,Quaker Chemical Corporation,Quaker Chemical,Chemicals,Basic Materials,
KXI,iShares Global Consumer Staples,iShares Global Consumer Staples,,,
KYN,Kayne Anderson MLP/Midstream Investment Company,Kayne Anderson MLP/Midstream Investment Company,Asset Management,Financial Services,
KZIA,Kazia Therapeutics Limited,Kazia Therapeutics Limited,Biotechnology,Healthcare,
KZR,Kezar Life Sciences Inc.,Kezar Life Sciences,Biotechnology,Healthcare,
L,Loews Corporation,Loews,Insurance - Property & Casualty,Financial Services,
LABL,Multi-Color Corporation,Multi-Color,Business Services,Industrials,
LAC,Lithium Americas Corp.,Lithium Americas,Metals & Mining,Basic Materials,
LACQ,Leisure Acquisition Corp.,Leisure Acquisition,Conglomerates,Industrials,
LAD,Lithia Motors Inc.,Lithia Motors,Autos,Consumer Cyclical,
LADR,Ladder Capital Corp Class A,Ladder Capital,REITs,Real Estate,
LAIX,LAIX Inc. American Depositary Shares each representing one Class A,LAIX American Depositary Shares each representing one,Education,Consumer Defensive,
LAKE,Lakeland Industries Inc.,Lakeland Industries,Medical Instruments & Equipment,Healthcare,
LAMR,Lamar Advertising Company,Lamar Advertising Company,REITs,Real Estate,
LANC,Lancaster Colony Corporation,Lancaster Colony,Consumer Packaged Goods,Consumer Defensive,
LAND,Gladstone Land Corporation,Gladstone Land,REITs,Real Estate,
LARK,Landmark Bancorp Inc.,Landmark Bancorp,Banks,Financial Services,
LASR,nLIGHT Inc.,nLIGHT,Semiconductors,Technology,
LAUR,Laureate Education Inc.,Laureate Education,Education,Consumer Defensive,
LAWS,Lawson Products Inc.,Lawson Products,Industrial Distribution,Industrials,
LAZ,Lazard LTD. LTD. Class A,Lazard,Brokers & Exchanges,Financial Services,
LAZY,Lazydays Holdings Inc.,Lazydays,Autos,Consumer Cyclical,
LB,L Brands Inc.,L Brands,Retail - Apparel & Specialty,Consumer Cyclical,
LBAI,Lakeland Bancorp Inc.,Lakeland Bancorp,Banks,Financial Services,
LBC,Luther Burbank Corporation,Luther Burbank,Banks,Financial Services,
LBRDA,Liberty Broadband Corporation Class A Common Stock,Liberty Broadband Common Stock,Communication Services,Communication Services,
LBRDK,Liberty Broadband Corporation,Liberty Broadband,Communication Services,Communication Services,
LBRT,Liberty Oilfield Services Inc. Class A,Liberty Oilfield Services,Oil & Gas - Services,Energy,
LBTYA,Liberty Global plc Class A Ordinary Shares,Liberty Global plc Ordinary Shares,Communication Services,Communication Services,
LBTYB,Liberty Global plc Class B Ordinary Shares,Liberty Global plc B Ordinary Shares,Communication Services,Communication Services,
LBTYK,Liberty Global plc,Liberty Global plc,Communication Services,Communication Services,
LBY,Libbey Inc.,Libbey,Manufacturing - Apparel & Furniture,Consumer Cyclical,
LC,LendingClub Corporation,LendingClub,Credit Services,Financial Services,
LCI,Lannett Co Inc,Lannett,Drug Manufacturers,Healthcare,
LCII,LCI Industries,LCI Industries,Autos,Consumer Cyclical,
LCNB,LCNB Corporation,LCNB,Banks,Financial Services,
LCUT,Lifetime Brands Inc.,Lifetime Brands,Manufacturing - Apparel & Furniture,Consumer Cyclical,
LD,iPath Bloomberg Lead Subindex Total Return SM Index ETN,iPath Bloomberg Lead Subindex Total Return SM Index ETN,,,
LDL,Lydall Inc.,Lydall,Autos,Consumer Cyclical,
LDOS,Leidos Holdings Inc.,Leidos,Application Software,Technology,
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,Cohen & Steers Limited Duration Preferred and Income Fund,Asset Management,Financial Services,
LE,Lands' End Inc.,Lands' End,Retail - Apparel & Specialty,Consumer Cyclical,
LEA,Lear Corporation,Lear,Autos,Consumer Cyclical,
LEAF,Leaf Group Ltd.,Leaf,Online Media,Technology,
LECO,Lincoln Electric Holdings Inc.,Lincoln Electric,Industrial Products,Industrials,
LEDS,SemiLEDS Corporation,SemiLEDS,Semiconductors,Technology,
LEE,Lee Enterprises Incorporated,Lee Enterprises Incorporated,Publishing,Consumer Cyclical,
LEG,Leggett & Platt Incorporated,Leggett & Platt Incorporated,Manufacturing - Apparel & Furniture,Consumer Cyclical,
LEGH,Legacy Housing Corporation,Legacy Housing,Homebuilding & Construction,Consumer Cyclical,
LEJU,Leju Holdings Limited American Depositary Shares each representing one,Leju Limited American Depositary Shares each representing one,Real Estate Services,Real Estate,
LEMB,iShares J.P. Morgan EM Local Currency Bond,iShares J.P. Morgan EM Local Currency Bond,,,
LEN,Lennar Corporation Class A,Lennar,Homebuilding & Construction,Consumer Cyclical,
LEN.B,Lennar Corporation Class B,Lennar B,Homebuilding & Construction,Consumer Cyclical,
LENS,Presbia PLC,Presbia PLC,Medical Instruments & Equipment,Healthcare,
LEO,Dreyfus Strategic Municipals Inc.,Dreyfus Strategic Municipals,Asset Management,Financial Services,
LEU,Centrus Energy Corp. Class A,Centrus Energy,Metals & Mining,Basic Materials,
LEVB,Level Brands Inc.,Level Brands,Advertising & Marketing Services,Consumer Cyclical,
LEVL,Level One Bancorp Inc.,Level One Bancorp,Banks,Financial Services,
LEXEA,Liberty Expedia Holdings Inc. Series A Common Stock,Liberty Expedia Series Common Stock,Online Media,Technology,
LEXEB,Liberty Expedia Holdings Inc. Series B Common Stock,Liberty Expedia Series B Common Stock,Online Media,Technology,
LFAC,LF Capital Acquistion Corp.,LF Capital Acquistion,Conglomerates,Industrials,
LFC,China Life Insurance Company Limited American Depositary Shares,China Life Insurance Company Limited American Depositary Shares,Insurance - Life,Financial Services,
LFUS,Littelfuse Inc.,Littelfuse,Computer Hardware,Technology,
LFVN,Lifevantage Corporation,Lifevantage,Consumer Packaged Goods,Consumer Defensive,
LGC,Legacy Acquisition Corp. Class A par value $0.0001 per share,Legacy Acquisition par value $0.0001 per share,Conglomerates,Industrials,
LGCY,Legacy Reserves Inc.,Legacy Reserves,Oil & Gas - E&P,Energy,
LGF.A,Lions Gate Entertainment Corporation Class A,Lions Gate Entertainment,Entertainment,Consumer Cyclical,
LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting Shares,Lions Gate Entertainment B Non-Voting Shares,Entertainment,Consumer Cyclical,
LGI,Lazard Global Total Return and Income Fund,Lazard Global Total Return and Income Fund,Asset Management,Financial Services,
LGIH,LGI Homes Inc.,LGI Homes,Homebuilding & Construction,Consumer Cyclical,
LGL,LGL Group Inc. (The),LGL (The),Computer Hardware,Technology,
LGND,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals Incorporated,Biotechnology,Healthcare,
LH,Laboratory Corporation of America Holdings,Laboratory of America,Medical Diagnostics & Research,Healthcare,
LHC,Leo Holdings Corp. Class A,Leo,Conglomerates,Industrials,
LHCG,LHC Group,LHC,Health Care Providers,Healthcare,
LIFE,aTyr Pharma Inc.,aTyr Pharma,Biotechnology,Healthcare,
LII,Lennox International Inc.,Lennox International,Industrial Products,Industrials,
LILA,Liberty Latin America Ltd.,Liberty Latin America,Communication Services,Communication Services,
LILAK,Liberty Latin America Ltd.,Liberty Latin America,Communication Services,Communication Services,
LIN,Linde plc,Linde plc,Chemicals,Basic Materials,
LINC,Lincoln Educational Services Corporation,Lincoln Educational Services,Education,Consumer Defensive,
LIND,Lindblad Expeditions Holdings Inc.,Lindblad Expeditions,Travel & Leisure,Consumer Cyclical,
LINK,Interlink Electronics Inc.,Interlink Electronics,Computer Hardware,Technology,
LION,Fidelity Southern Corporation,Fidelity Southern,Banks,Financial Services,
LIQT,LiqTech International Inc.,LiqTech International,Industrial Products,Industrials,
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2,LightInTheBox Holding Co. American Depositary Shares each representing 2,Retail - Apparel & Specialty,Consumer Cyclical,
LITE,Lumentum Holdings Inc.,Lumentum,Communication Equipment,Technology,
LIVE,Live Ventures Incorporated,Live Ventures Incorporated,Conglomerates,Industrials,
LIVN,LivaNova PLC,LivaNova PLC,Medical Devices,Healthcare,
LIVX,LiveXLive Media Inc.,LiveXLive Media,Entertainment,Consumer Cyclical,
LJPC,La Jolla Pharmaceutical Company,La Jolla Pharmaceutical Company,Biotechnology,Healthcare,
LKCO,Luokung Technology Corp,Luokung Technology,Application Software,Technology,
LKFN,Lakeland Financial Corporation,Lakeland Financial,Banks,Financial Services,
LKQ,LKQ Corporation,LKQ,Autos,Consumer Cyclical,
LKSD,LSC Communications Inc.,LSC Communications,Business Services,Industrials,
LL,Lumber Liquidators Holdings Inc,Lumber Liquidators,Retail - Apparel & Specialty,Consumer Cyclical,
LLEX,Lilis Energy Inc.,Lilis Energy,Oil & Gas - E&P,Energy,
LLIT,Lianluo Smart Limited,Lianluo Smart Limited,Medical Devices,Healthcare,
LLL,L3 Technologies Inc.,L3,Aerospace & Defense,Industrials,
LLNW,Limelight Networks Inc.,Limelight Networks,Online Media,Technology,
LLY,Eli Lilly and Company,Eli Lilly and Company,Drug Manufacturers,Healthcare,
LM,Legg Mason Inc.,Legg Mason,Asset Management,Financial Services,
LMAT,LeMaitre Vascular Inc.,LeMaitre Vascular,Medical Instruments & Equipment,Healthcare,
LMB,Limbach Holdings Inc.,Limbach,Engineering & Construction,Industrials,
LMFA,LM Funding America Inc.,LM Funding America,Credit Services,Financial Services,
LMNR,Limoneira Co,Limoneira,Consumer Packaged Goods,Consumer Defensive,
LMNX,Luminex Corporation,Luminex,Medical Instruments & Equipment,Healthcare,
LMRK,Landmark Infrastructure Partners LP,Landmark Infrastructure Partners,Real Estate Services,Real Estate,
LMST,Limestone Bancorp Inc.,Limestone Bancorp,Banks,Financial Services,
LMT,Lockheed Martin Corporation,Lockheed Martin,Aerospace & Defense,Industrials,
LN,LINE Corporation American Depositary Shares (each representing one share of),LINE American Depositary Shares (each representing one share of),Application Software,Technology,
LNC,Lincoln National Corporation,Lincoln National,Insurance - Life,Financial Services,
